121.511587,25.047559,ZKLGD20,48.765217
121.519352,25.045626,ZKAHN20,37.41892
121.521554,25.045156,ZK8HY20,39.106194
121.523236,25.044761,ZK5IE20,47.455696
121.525019,25.044327,ZJXIQ20,58.796875
121.526767,25.043909,ZJTJ820,45.963234
121.529703,25.04313,ZJQJI20,43.852715
121.543628,25.041566,ZJHML20,53.504272
121.546067,25.04155,ZJGMT00,32.733334
121.552912,25.041387,ZJGPC20,50.90625
121.562672,25.041167,ZJERC20,37.73494
121.564229,25.041151,ZJES820,43.814285
121.570085,25.040974,ZJDST20,38.442623
121.575277,25.040846,ZJCTT20,42.27778
121.581957,25.04415,ZKCUX20,59.488373
121.58269,25.045181,ZKVVH20,50.907406
121.58906,25.049221,ZLEWS20,46.216217
121.61256,25.052707,ZM64J20,58.71795
