121.57446,24.998316,no sensor,
121.574126,24.999139,no sensor,
121.57319,25.000539,no sensor,
121.571967,25.001836,no sensor,
121.571884,25.002225,no sensor,
121.571938,25.002988,no sensor,
121.571549,25.004308,no sensor,
121.569604,25.004901,no sensor,
121.568504,25.004914,no sensor,
121.567937,25.005045,no sensor,
121.567063,25.005583,no sensor,
121.56674,25.00584,no sensor,
121.56535,25.009906,no sensor,
121.563838,25.011063,no sensor,
121.563449,25.011859,no sensor,
121.563411,25.012838,no sensor,
121.563313,25.013258,no sensor,
121.563236,25.013365,no sensor,
121.562765,25.013587,no sensor,
121.562547,25.013831,no sensor,
121.562388,25.014146,no sensor,
121.562063,25.014702,no sensor,
121.561254,25.015392,no sensor,
121.560653,25.016028,no sensor,
121.560208,25.017088,no sensor,
121.559953,25.017523,no sensor,
121.559025,25.018475,no sensor,
121.558553,25.018856,no sensor,
121.557639,25.019707,ZEUPN60,
121.556676,25.020604,no sensor,
121.55565,25.021554,no sensor,
121.55476,25.02241,no sensor,
121.55408,25.023026,no sensor,
121.552686,25.024326,no sensor,
121.550427,25.02455,no sensor,
121.54903,25.024642,ZG8N700,
121.548951,25.024641,no sensor,
121.548953,25.025943,no sensor,
121.548971,25.028018,no sensor,
121.548984,25.029882,no sensor,
121.548987,25.03091,ZHLN700,
121.549016,25.033075,ZI6NV00,
121.549025,25.035439,no sensor,
121.549046,25.036983,no sensor,
121.549027,25.037391,no sensor,
121.549293,25.037955,no sensor,
121.549081,25.03823,no sensor,
121.5491,25.038592,ZJGN700,
121.549078,25.039906,no sensor,
121.549085,25.041369,ZJGPQ00,
121.549091,25.042541,ZKWN800,
121.549117,25.044656,no sensor,
121.549148,25.046122,no sensor,
121.549143,25.048128,ZLPN800,
121.549176,25.049897,no sensor,
121.549161,25.05159,no sensor,
121.549237,25.054269,no sensor,
121.549225,25.055705,no sensor,
121.549257,25.057577,ZNUNJ00,
121.550909,25.061327,no sensor,
121.551067,25.061603,no sensor,
121.548,25.06213,no sensor,
121.54674,25.062163,ZNZM960,
121.544412,25.062276,no sensor,
121.542584,25.062455,no sensor,
121.541,25.062461,ZP5KR60,
121.537356,25.06247,no sensor,
121.536871,25.062487,ZP6JY60,
121.53503,25.062528,no sensor,
121.533383,25.06259,ZP6IV60,
121.531777,25.062616,no sensor,
121.530377,25.062648,no sensor,
121.529065,25.062687,no sensor,
121.527956,25.062718,ZP6IG60,
121.525722,25.062779,no sensor,
121.524439,25.062803,no sensor,
121.52277,25.062878,no sensor,
121.520888,25.062955,no sensor,
121.518456,25.06298,no sensor,
121.51612,25.063031,no sensor,
121.514841,25.063098,no sensor,
121.513729,25.063138,no sensor,
121.512228,25.063099,no sensor,
121.511265,25.06308,no sensor,
