121.557639,25.019707,ZEUPN60,34.5
121.54903,25.024642,ZG8N700,26.484848
121.548987,25.03091,ZHLN700,31.87037
121.549016,25.033075,ZI6NV00,46.44872
121.5491,25.038592,ZJGN700,44.96154
121.549085,25.041369,ZJGPQ00,49.172413
121.549091,25.042541,ZKWN800,54.915253
121.549143,25.048128,ZLPN800,52.123077
121.549257,25.057577,ZNUNJ00,43.625
121.54674,25.062163,ZNZM960,48.724136
121.541,25.062461,ZP5KR60,60.666668
121.536871,25.062487,ZP6JY60,45.704918
121.533383,25.06259,ZP6IV60,39.366196
121.527956,25.062718,ZP6IG60,62.057144
