121.490869,25.035392,no sensor,
121.491469,25.0354,ZHZC820,
121.494145,25.035352,no sensor,
121.496323,25.035327,no sensor,
121.497526,25.035282,no sensor,
121.499107,25.035256,ZHZDJ20,
121.501127,25.035175,no sensor,
121.502138,25.035132,no sensor,
121.50315,25.035124,no sensor,
121.504053,25.034401,no sensor,
121.504536,25.03399,ZHHEF20,
121.505215,25.033443,ZH7EV20,
121.50689,25.032022,no sensor,
121.507662,25.031374,no sensor,
121.509107,25.030574,ZGMFQ20,
121.511947,25.029065,no sensor,
121.514617,25.02769,no sensor,
121.515678,25.027358,no sensor,
121.517887,25.026734,no sensor,
121.518893,25.026462,no sensor,
121.520889,25.02674,no sensor,
121.522301,25.026999,no sensor,
121.523774,25.026911,no sensor,
121.525738,25.026747,ZG6J520,
121.52748,25.026598,no sensor,
121.528376,25.026547,no sensor,
121.530307,25.026408,no sensor,
121.53149,25.026309,ZFZK620,
121.533536,25.026151,ZFYKD20,
121.53471,25.026037,no sensor,
121.537356,25.025642,no sensor,
121.537871,25.025564,ZFTLH60,
121.538794,25.025433,no sensor,
121.540219,25.025233,no sensor,
121.541718,25.025062,no sensor,
121.543322,25.024844,no sensor,
121.543485,25.02483,no sensor,
121.54356,25.026465,ZHLM800,
121.543597,25.028353,no sensor,
121.543622,25.029094,no sensor,
121.543624,25.029848,ZHMM600,
121.543637,25.031038,no sensor,
121.543692,25.033245,ZIAM700,
121.543725,25.035001,no sensor,
121.543751,25.03602,no sensor,
121.54378,25.037738,ZJHM700,
121.543822,25.039761,no sensor,
121.543869,25.041475,ZK8M700,
121.543933,25.043591,no sensor,
121.543962,25.044698,no sensor,
121.544021,25.047518,no sensor,
121.544066,25.048196,no sensor,
121.544114,25.050173,ZLZM900,
121.544163,25.051664,ZMQMV00,
121.54417,25.053223,no sensor,
121.544194,25.054491,no sensor,
121.544217,25.055973,ZMZM900,
121.544256,25.057617,no sensor,
121.544327,25.060108,no sensor,
121.544336,25.062008,no sensor,
121.544338,25.062089,no sensor,
121.54657,25.061985,no sensor,
121.547855,25.061969,ZNUNJ20,
121.550399,25.061479,ZNXPC20,
121.551051,25.0614,no sensor,
121.554556,25.061827,no sensor,
121.558962,25.062221,ZP5QG20,
121.56003,25.062354,no sensor,
121.562915,25.062766,no sensor,
121.565822,25.063109,no sensor,
121.566186,25.063206,no sensor,
121.568731,25.063686,no sensor,
121.570073,25.064187,no sensor,
121.574969,25.065777,no sensor,
121.57848,25.0667,no sensor,
121.581475,25.067908,no sensor,
121.582917,25.068356,no sensor,
121.584255,25.068743,no sensor,
121.585929,25.068886,no sensor,
121.58714,25.069024,no sensor,
121.587758,25.069016,ZQKWL20,
121.589114,25.068963,no sensor,
121.590743,25.068895,ZQUWI20,
121.5927,25.068812,no sensor,
121.594308,25.068778,no sensor,
121.595126,25.06855,no sensor,
121.597438,25.067519,no sensor,
121.599602,25.066714,no sensor,
121.600304,25.066815,no sensor,
121.601329,25.067442,no sensor,
121.603748,25.070029,no sensor,
121.605213,25.072515,no sensor,
