121.491469,25.0354,ZHZC820,42.6
121.499107,25.035256,ZHZDJ20,40.8
121.504536,25.03399,ZHHEF20,36.268658
121.505215,25.033443,ZH7EV20,43.75
121.509107,25.030574,ZGMFQ20,42.11111
121.525738,25.026747,ZG6J520,48.700787
121.53149,25.026309,ZFZK620,41.32927
121.533536,25.026151,ZFYKD20,55.42771
121.537871,25.025564,ZFTLH60,45.24742
121.54356,25.026465,ZHLM800,48.263157
121.543624,25.029848,ZHMM600,38.46154
121.543692,25.033245,ZIAM700,39.17284
121.54378,25.037738,ZJHM700,17.473684
121.543869,25.041475,ZK8M700,46.083332
121.544114,25.050173,ZLZM900,46.47778
121.544163,25.051664,ZMQMV00,32.115383
121.544217,25.055973,ZMZM900,40.95238
121.547855,25.061969,ZNUNJ20,34.25
121.550399,25.061479,ZNXPC20,47.225807
121.558962,25.062221,ZP5QG20,45.83871
121.587758,25.069016,ZQKWL20,57.625
121.590743,25.068895,ZQUWI20,50.53846
