121.491469,25.0354,7:10:00,75,80,35,2
121.494145,25.035352,7:00:00,200,0,130,3
121.496323,25.035327,,,,,
121.497526,25.035282,7:00:00,200,0,155,2
121.499107,25.035256,7:00:00,200,0,95,3
121.501127,25.035175,7:00:00,200,0,100,2
121.502138,25.035132,7:00:00,200,0,160,2
121.50315,25.035124,7:00:00,200,195,50,2
121.504053,25.034401,7:00:00,200,180,140,2
121.504536,25.03399,7:00:00,200,195,80,2
121.505215,25.033443,7:00:00,200,195,75,2
121.50689,25.032022,7:00:00,150,140,105,2
121.507662,25.031374,7:00:00,150,140,78,2
121.509107,25.030574,7:20:00,150,0,52,2
121.511947,25.029065,7:00:00,150,0,105,2
121.514617,25.02769,7:00:00,200,150,100,3
121.515678,25.027358,7:00:00,200,0,65,5
121.517887,25.026734,7:00:00,200,180,135,2
121.518893,25.026462,7:00:00,200,150,135,2
121.520889,25.02674,7:00:00,200,190,90,2
121.522301,25.026999,7:00:00,200,0,75,3
121.523774,25.026911,7:00:00,200,160,145,2
121.525738,25.026747,7:00:00,200,180,120,2
121.52748,25.026598,7:00:00,200,180,160,2
121.528376,25.026547,7:00:00,200,0,90,2
121.530307,25.026408,7:00:00,200,175,135,2
121.53149,25.026309,7:00:00,200,175,130,3
121.533536,25.026151,7:00:00,200,175,130,2
121.53471,25.026037,7:00:00,200,0,70,3
121.537356,25.025642,7:00:00,200,92,194,2
121.537871,25.025564,7:00:00,200,185,107,2
121.538794,25.025433,7:00:00,200,190,150,2
121.540219,25.025233,7:00:00,200,190,150,2
121.541718,25.025062,7:00:00,200,190,150,2
121.543322,25.024844,7:00:00,200,266,36,3
121.543485,25.02483,,,,,
121.54356,25.026465,7:00:00,200,80,135,2
121.543597,25.028353,7:00:00,200,88,122,2
121.543622,25.029094,7:00:00,200,80,135,2
121.543624,25.029848,7:00:00,200,80,135,2
121.543637,25.031038,7:00:00,200,60,125,2
121.543692,25.033245,7:00:00,200,80,83,3
121.543725,25.035001,7:00:00,200,70,135,2
121.543751,25.03602,7:00:00,150,70,80,2
121.54378,25.037738,7:00:00,200,100,102,4
121.543822,25.039761,7:00:00,200,100,125,2
121.543869,25.041475,7:00:00,200,105,68,3
121.543933,25.043591,7:00:00,200,110,145,2
121.543962,25.044698,7:00:00,200,0,110,5
121.544021,25.047518,7:00:00,200,205,85,2
121.544066,25.048196,7:00:00,200,90,110,2
121.544114,25.050173,7:00:00,200,75,135,3
121.544163,25.051664,7:00:00,200,315,85,3
121.54417,25.053223,7:00:00,200,225,55,3
121.544194,25.054491,7:00:00,200,100,105,2
121.544217,25.055973,7:00:00,200,95,115,3
121.544256,25.057617,7:00:00,200,104,75,2
121.544327,25.060108,7:00:00,200,90,129,2
121.544336,25.062008,7:00:00,200,175,30,2
121.544338,25.062089,,,,,
121.54657,25.061985,7:00:00,200,160,130,2
121.547855,25.061969,7:00:00,200,160,130,2
121.550399,25.061479,7:00:00,200,0,76,4
121.551051,25.0614,0,,,,,
121.554556,25.061827,7:00:00,200,0,120,2
121.558962,25.062221,7:00:00,200,345,45,2
121.56003,25.062354,7:00:00,200,0,130,2
121.562915,25.062766,7:00:00,200,0,150,2
121.565822,25.063109,7:00:00,200,0,98,2
121.566186,25.063206,,,,,
121.568731,25.063686,,,,,
121.570073,25.064187,,,,,
121.574969,25.065777,,,,,
121.57848,25.0667,7:00:00,200,209,98,2
121.581475,25.067908,7:00:00,200,345,40,2
121.582917,25.068356,,,,,
121.584255,25.068743,7:00:00,200,15,122,2
121.585929,25.068886,7:00:00,200,335,45,2
121.58714,25.069024,,,,,
121.587758,25.069016,7:00:00,200,180,155,2
121.589114,25.068963,7:00:00,200,180,150,2
121.590743,25.068895,7:00:00,200,0,116,4
121.5927,25.068812,7:00:00,200,190,133,2
121.594308,25.068778,,,,,
121.595126,25.06855,7:00:00,200,171,157,2
121.597438,25.067519,7:00:00,200,170,160,2
121.599602,25.066714,,,,,
121.600304,25.066815,7:00:00,200,175,140,2
121.601329,25.067442,7:00:00,200,175,140,2
121.603748,25.070029,,,,,
121.605213,25.072515,7:00:00,200,213,65,2
